school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Alliance Morgan Mckinzie High School,"110 S. Townsend Ave.Los Angeles, CA 90063","Los Angeles, CA 90063",Los Angeles Unified,(323) 859-0750(make sure to verify first before calling),312,18.9,267,35
Alliance Patti And Peter Neuwirth Leadership Academy School,"4610 S. Main St.Los Angeles, CA 90037","Los Angeles, CA 90037",Los Angeles Unified,(213) 342-2874(make sure to verify first before calling),57,630,No,539
Alliance Piera Barabaglia Shaheen Health Services Academy School,"10616 S. W.ern Ave.Los Angeles, CA 90047","Los Angeles, CA 90047",Los Angeles Unified,(323) 972-9010(make sure to verify first before calling),31,453,No,356
Alliance Renee And Meyer Luskin Academy High School,"2941 W. 70th St.Los Angeles, CA 90043","Los Angeles, CA 90043",Los Angeles Unified,(323) 905-1210(make sure to verify first before calling),38,554,No,485
Alliance Susan And Eric Smidt Technology High School,"211 S. Ave. 20Los Angeles, CA 90031","Los Angeles, CA 90031",Los Angeles Unified,(323) 352-3206(make sure to verify first before calling),39,514,No,428
Alliance Ted K. Tajima High School,"1552 W. Rockwood St.Los Angeles, CA 90026","Los Angeles, CA 90026",Los Angeles Unified,(213) 241-8533(make sure to verify first before calling),39,262,No,196
Alliance Tennenbaum Family Technology High School,"2050 San Fernando Rd.Los Angeles, CA 90065","Los Angeles, CA 90065",Los Angeles Unified,(323) 276-5545(make sure to verify first before calling),46,408,No,305
Allison Elementary School,"1011 Russell Pl.Pomona, CA 91767","Pomona, CA 91767",Pomona Unified,(909) 397-4556(make sure to verify first before calling),21,293,No,218
Alma Pre School,"4400 Alma Ave.Castro Valley, CA 94546","Castro Valley, CA 94546",Castro Valley Unified,(510) 537-3000(make sure to verify first before calling),No,Castro Valley Unified,Missing,
Almaden Elementary School,"1295 Dentwood Dr.San Jose, CA 95118","San Jose, CA 95118",San Jose Unified,(408) 535-6207(make sure to verify first before calling),368,14.7,245,47
Almanor High (Continuation) School,"612 First St.Chester, CA 96020","Chester, CA 96020",Plumas Unified,(530) 258-2126(make sure to verify first before calling),No,Plumas Unified,Title I targeted assistance eligible school-No program,Missing
Almeria Middle School,"7723 Almeria Ave.Fontana, CA 92336","Fontana, CA 92336",Fontana Unified,(909) 357-5350(make sure to verify first before calling),17,813,"Yes, under Provision 2",542
Almond Acres Charter Academy School,"1601 L St.San Miguel, CA 93451","San Miguel, CA 93451",San Miguel Joint Union,(805) 467-2095(make sure to verify first before calling),47,253,No,41
Almond Elementary School,"8172 Almond Ave.Fontana, CA 92335","Fontana, CA 92335",Fontana Unified,(909) 357-5130(make sure to verify first before calling),15,549,"Yes, under Provision 2",437
Almond Elementary School,"8172 Almond Ave.Fontana, CA 92335","Fontana, CA 92335",Fontana Unified,(909) 357-5130(make sure to verify first before calling),15,549,"Yes, under Provision 2",437
Almond Grove Elementary School,"5000 Amaryllis St.Oakley, CA 94561","Oakley, CA 94561",Oakley Union Elementary,(925) 625-6270(make sure to verify first before calling),66,381,No,78
Almond Tree Middle School,"200 W. 15th Ave.Delano, CA 93215","Delano, CA 93215",Delano Union Elementary,(661) 721-3641(make sure to verify first before calling),33,698,"Yes, under Provision 2",552
Almondale Elementary School,"10510 Chippewa St.Bakersfield, CA 93312","Bakersfield, CA 93312",Rosedale Union Elementary,(661) 588-6060(make sure to verify first before calling),53,659,No,126
Aloha Elementary School,"11737 E. 214th St.Lakewood, CA 90715","Lakewood, CA 90715",ABC Unified,(562) 229-7825(make sure to verify first before calling),382,15.0,269,43
Alondra Middle School,"16200 Downey Ave.Paramount, CA 90723","Paramount, CA 90723",Paramount Unified,(562) 602-8004(make sure to verify first before calling),955,41.0,808,78
Alpaugh Elementary School,"5313 Rd. 39Alpaugh, CA 93201","Alpaugh, CA 93201",Alpaugh Unified,(559) 949-8413(make sure to verify first before calling),204,10.6,171,9
Alpaugh Junior-Senior High School,"5313 Rd. 39Alpaugh, CA 93201","Alpaugh, CA 93201",Alpaugh Unified,(559) 949-8413(make sure to verify first before calling),130,11.0,112,10
Alpha Charter School,"8920 Elwyn Ave.Elverta, CA 95626","Elverta, CA 95626",Elverta Joint Elementary,(916) 991-2244(make sure to verify first before calling),37,0.3,22,4
Alpha Cindy Avitia High School,"1601 Cunningham Ave.San Jose, CA 95122","San Jose, CA 95122",East Side Union High,(646) 463-3187(make sure to verify first before calling),147,6.0,114,19
Alpha Elementary School,"900 Stadium Rd.Madera, CA 93637","Madera, CA 93637",Madera Unified,(559) 661-4101(make sure to verify first before calling),770,30.5,597,97
Alpha Technology Middle School,"8920 Elwyn Ave.Elverta, CA 95626","Elverta, CA 95626",Elverta Joint Elementary,(916) 991-4726(make sure to verify first before calling),19,113,No,57
Alpha: Blanca Alvarado Middle School,"1601 Cunningham Ave.San Jose, CA 95122","San Jose, CA 95122",Alum Rock Union Elementary,(408) 780-0831(make sure to verify first before calling),44,439,No,362
Alpha: Jose Hernandez Middle School,"1601 Cunningham Ave.San Jose, CA 95122","San Jose, CA 95122",Santa Clara County Office of Education,(408) 780-0831(make sure to verify first before calling),28,328,No,291
Alpine Community Day School,"2001 Tavern Rd.Alpine, CA 91901","Alpine, CA 91901",Alpine Union Elementary,(619) 445-3245(make sure to verify first before calling),No,Alpine Union Elementary,Not a Title I school,Missing
Alpine County Opportunity School,"43 Hawkside Dr.Markleeville, CA 96120","Markleeville, CA 96120",Alpine County Office of Education,(530) 694-2230(make sure to verify first before calling),5,0.5,Alpine County Office of Education,No
Alpine County Secondary Community Day School,"43 Hawkside Dr.Markleeville, CA 96120","Markleeville, CA 96120",Alpine County Unified,(530) 694-9423(make sure to verify first before calling),Alpine County Unified,No,Missing,No
Alpine Elementary School,"1850 Alpine Blvd.Alpine, CA 91901","Alpine, CA 91901",Alpine Union Elementary,(619) 445-2625(make sure to verify first before calling),43,326,No,84
Alpine Elementary School,"1850 Alpine Blvd.Alpine, CA 91901","Alpine, CA 91901",Alpine Union Elementary,(619) 445-2625(make sure to verify first before calling),43,326,No,84
Alpine Vista School,"2975 E. Alpine Ave.Tulare, CA 93274","Tulare, CA 93274",Tulare City,(559) 687-3135(make sure to verify first before calling),40,"1,099",No,424
Alps View High (Continuation) School,"321 Victory Ln. PO Box 1227Weaverville, CA 96093","Weaverville, CA 96093",Trinity Alps Unified,(530) 623-6104(make sure to verify first before calling),0.1,No,Trinity Alps Unified,No
Alta California Elementary School,"14859 Rayen St.Los Angeles, CA 91402","Los Angeles, CA 91402",Los Angeles Unified,(818) 830-4400(make sure to verify first before calling),814,35.0,736,33
Alta Elementary School,"21771 E. Parlier Ave.Reedley, CA 93654","Reedley, CA 93654",Kings Canyon Joint Unified,(559) 305-7210(make sure to verify first before calling),24,369,"Yes, under Community Eligibility Option (CEO)",315
Alta Heights Elementary School,"15 Montecito Blvd.Napa, CA 94559","Napa, CA 94559",Napa Valley Unified,(707) 253-3671(make sure to verify first before calling),55,384,No,147
Alta Loma Elementary School,"1745 Vineyard Ave.Los Angeles, CA 90019","Los Angeles, CA 90019",Los Angeles Unified,(323) 939-2113(make sure to verify first before calling),593,25.5,502,39
Alta Loma Elementary School,"1745 Vineyard Ave.Los Angeles, CA 90019","Los Angeles, CA 90019",Los Angeles Unified,(323) 939-2113(make sure to verify first before calling),593,25.5,502,39
Alta Loma High School,"8880 Baseline Rd.Rancho Cucamonga, CA 91701","Rancho Cucamonga, CA 91701",Chaffey Joint Union High,(909) 989-5511(make sure to verify first before calling),68,"2,514",No,996
Alta Loma Junior High School,"9000 Lemon Ave.Rancho Cucamonga, CA 91701","Rancho Cucamonga, CA 91701",Alta Loma Elementary,(909) 484-5100(make sure to verify first before calling),648,24.9,166,37
Alta Loma Middle School,"116 Romney Ave.South San Francisco, CA 94080","South San Francisco, CA 94080",South San Francisco Unified,(650) 877-8797(make sure to verify first before calling),702,32.2,188,52
Alta Mesa Elementary School,"2301 Saturn SkywayRedding, CA 96002","Redding, CA 96002",Enterprise Elementary,(530) 224-4130(make sure to verify first before calling),51,264,No,176
Alta Murrieta Elementary School,"39475 Whitewood Rd.Murrieta, CA 92563","Murrieta, CA 92563",Murrieta Valley Unified,(951) 696-1403(make sure to verify first before calling),83,797,No,215
Alta Sierra Elementary School,"16607 Annie Dr.Grass Valley, CA 95949","Grass Valley, CA 95949",Pleasant Ridge Union Elementary,(530) 272-2319(make sure to verify first before calling),325,15.6,71,26
Alta Sierra Intermediate School,"380 W. Teague Ave.Clovis, CA 93611","Clovis, CA 93611",Clovis Unified,(559) 327-3500(make sure to verify first before calling),"1,342",60.1,362,117
Alta Vista Academy School,"730 Medical Center Ct.Chula Vista, CA 91911","Chula Vista, CA 91911",Sweetwater Union High,(619) 216-5160(make sure to verify first before calling),48,8.1,38,Sweetwater Union High
Alta Vista Alternative High School,"215 E. Ortega St.Santa Barbara, CA 93101","Santa Barbara, CA 93101",Santa Barbara Unified,(805) 965-1916(make sure to verify first before calling),38,154,No,46
Alta Vista Alternative Junior High School,"215 E. Ortega St.Santa Barbara, CA 93101","Santa Barbara, CA 93101",Santa Barbara Unified,(805) 966-0883(make sure to verify first before calling),No,Santa Barbara Unified,Title I targeted assistance eligible school-No program,Missing
Alta Vista Community Charter School,"173 Oak St.Auburn, CA 95603","Auburn, CA 95603",Auburn Union Elementary,(530) 745-1220(make sure to verify first before calling),39,114,No,44
Alta Vista Elementary School,"200 Blossom Valley RdLos Gatos, CA 95032","Los Gatos, CA 95032",Union Elementary,(408) 356-6146(make sure to verify first before calling),97,647,No,10
Alta Vista Elementary School,"200 Blossom Valley RdLos Gatos, CA 95032","Los Gatos, CA 95032",Union Elementary,(408) 356-6146(make sure to verify first before calling),97,647,No,10
Alta Vista Elementary School,"200 Blossom Valley RdLos Gatos, CA 95032","Los Gatos, CA 95032",Union Elementary,(408) 356-6146(make sure to verify first before calling),97,647,No,10
Alta Vista High School,"1325 Bryant Ave.Mountain View, CA 94040","Mountain View, CA 94040",Mountain View-Los Altos Union High,(650) 691-2433(make sure to verify first before calling),100,8.5,39,11
Alta Vista High (Continuation) School,"1575 Bonair Dr.Vista, CA 92084","Vista, CA 92084",Vista Unified,(760) 724-3775(make sure to verify first before calling),22,179,No,121
Alta Vista Public School,"11988 Hesperia Rd. Ste. BHesperia, CA 92345","Hesperia, CA 92345",Adelanto Elementary,(760) 904-0533(make sure to verify first before calling),"1,563",48.1,"1,178",195
Alta Vista South Public Charter School,"689 W. Second St.San Bernardino, CA 92410","San Bernardino, CA 92410",Helendale Elementary,(909) 695-9028(make sure to verify first before calling),10,473,No,387
Alta-Dutch Flat Elementary School,"34050 Alta-Bonny Nook Rd.Alta, CA 95701","Alta, CA 95701",Alta-Dutch Flat Union Elementary,(530) 389-8283(make sure to verify first before calling),92,4.5,34,6
Altadena Elementary School,"743 E. Calaveras St.Altadena, CA 91001","Altadena, CA 91001",Pasadena Unified,(626) 396-5650(make sure to verify first before calling),14,285,No,216
Altamont Creek Elementary School,"6500 Garaventa Ranch Rd.Livermore, CA 94551","Livermore, CA 94551",Livermore Valley Joint Unified,(925) 454-5575(make sure to verify first before calling),70,545,No,64
Altamont Elementary School,"452 W. Saint Francis Ave.Mountain House, CA 95391","Mountain House, CA 95391",Lammersville Joint Unified,(209) 836-7240(make sure to verify first before calling),81,679,No,64
Alternative Cooperative Education Charter School,"400 Hemlock St.Vacaville, CA 95688","Vacaville, CA 95688",Vacaville Unified,(707) 453-6245(make sure to verify first before calling),79,124,No,16
Alternative Education-San Joaquin High School,"3387 Barranca Pkwy.Irvine, CA 92606","Irvine, CA 92606",Irvine Unified,(949) 936-7440(make sure to verify first before calling),96,76,No,6
Alternative Family Education School,"840 N. Branciforte Ave.Santa Cruz, CA 95062","Santa Cruz, CA 95062",Santa Cruz City High,(831) 429-3898(make sure to verify first before calling),96,162,No,23
Alternative Learning Academy At Conley-Caraballo High School,"541 Blanche St.Hayward, CA 94544","Hayward, CA 94544",New Haven Unified,(510) 471-5126(make sure to verify first before calling),13,0.5,7,3
Alternative Learning Center School,"3232 E. Pacific St.Highland, CA 92346","Highland, CA 92346",San Bernardino City Unified,(909) 388-6221(make sure to verify first before calling),2.0,No,San Bernardino City Unified,No
Alternative Opportunity Programs School,"12830 Columbia WayDowney, CA 90242","Downey, CA 90242",Los Angeles County Office of Education,(562) 803-8203(make sure to verify first before calling),97,6.0,90,Los Angeles County Office of Education
Alternatives In Action School,"6221 E 17th St.Oakland, CA 94621","Oakland, CA 94621",Alameda Unified,(510) 748-4314(make sure to verify first before calling),5,165,No,145
Altimira Middle School,"17805 Arnold Dr.Sonoma, CA 95476","Sonoma, CA 95476",Sonoma Valley Unified,(707) 935-6020(make sure to verify first before calling),557,29.0,333,72
Alturas Elementary School,"809 W. 8th St.Alturas, CA 96101","Alturas, CA 96101",Modoc Joint Unified,(530) 233-7201(make sure to verify first before calling),382,19.8,205,31
Alvarado Elementary School,"1900 E. 21st St.Signal Hill, CA 90755","Signal Hill, CA 90755",Long Beach Unified,(562) 985-0019(make sure to verify first before calling),435,18.0,271,68
Alvarado Elementary School,"1900 E. 21st St.Signal Hill, CA 90755","Signal Hill, CA 90755",Long Beach Unified,(562) 985-0019(make sure to verify first before calling),435,18.0,271,68
Alvarado Elementary School,"1900 E. 21st St.Signal Hill, CA 90755","Signal Hill, CA 90755",Long Beach Unified,(562) 985-0019(make sure to verify first before calling),435,18.0,271,68
Alvarado Intermediate School,"1901 S. Desire Ave.Rowland Heights, CA 91748","Rowland Heights, CA 91748",Rowland Unified,(626) 964-2358(make sure to verify first before calling),795,29.0,393,94
Alview Elementary School,"20513 Rd. 4Chowchilla, CA 93610","Chowchilla, CA 93610",Alview-Dairyland Union Elementary,(559) 665-2275(make sure to verify first before calling),178,8.0,88,19
Alvin Elementary School,"301 E. Alvin Ave.Santa Maria, CA 93454","Santa Maria, CA 93454",Santa Maria-Bonita,(805) 361-6760(make sure to verify first before calling),"1,011",37.0,834,71
Alvin M. Dunn Elementary School,"3697 La Mirada Dr.San Marcos, CA 92078","San Marcos, CA 92078",San Marcos Unified,(760) 290-2000(make sure to verify first before calling),17,752,No,489
Alvin S. Hatch Elementary School,"490 Miramontes Ave.Half Moon Bay, CA 94019","Half Moon Bay, CA 94019",Cabrillo Unified,(650) 712-7160(make sure to verify first before calling),632,26.0,227,50
Alvina Elementary Charter School,"295 W. Saginaw Ave.Caruthers, CA 93609","Caruthers, CA 93609",Alvina Elementary,(559) 864-9411(make sure to verify first before calling),183,9.0,122,19
Alvord Alternative Continuation High School,"10368 Campbell Ave.Riverside, CA 92505","Riverside, CA 92505",Alvord Unified,(951) 509-6021(make sure to verify first before calling),124,7.0,83,16
Alvord Continuation High School,"3606 Pierce St.Riverside, CA 92503","Riverside, CA 92503",Alvord Unified,(951) 358-1715(make sure to verify first before calling),112,10.0,84,11
Amador County Rop School,"217 Rex Ave.Jackson, CA 95642","Jackson, CA 95642",Amador County ROP,(209) 257-5353(make sure to verify first before calling),Amador County ROP,No,No,
Amador County Special Education School,"217 Rex Ave.Jackson, CA 95642","Jackson, CA 95642",Amador County Office of Education,(209) 257-5330(make sure to verify first before calling),25.7,No,15,Amador County Office of Education
Amador High School,"330 Spanish St.Sutter Creek, CA 95685","Sutter Creek, CA 95685",Amador County Unified,(209) 257-7300(make sure to verify first before calling),645,26.5,203,52
Amador Valley High School,"1155 Santa Rita Rd.Pleasanton, CA 94566","Pleasanton, CA 94566",Pleasanton Unified,(925) 461-6100(make sure to verify first before calling),98,"2,628",No,114
Amanecer Primary Center School,"832 S. E.man Ave.Los Angeles, CA 90023","Los Angeles, CA 90023",Los Angeles Unified,(323) 264-6494(make sure to verify first before calling),8.0,"Yes, under Community Eligibility Option (CEO)",22,Los Angeles Unified
Amargosa Creek Middle School,"44333 27th St. W.Lancaster, CA 93536","Lancaster, CA 93536",Lancaster Elementary,(661) 729-6064(make sure to verify first before calling),29,"1,014",No,673
Ambassador Phillip V. Sanchez Public Charter School,"5659 E. Kings Canyon Rd. Ste. 101Fresno, CA 93727","Fresno, CA 93727",Raisin City Elementary,(559) 255-9017(make sure to verify first before calling),591,21.1,482,44
Ambassador -Global Education School,"3201 W. Eighth St.Los Angeles, CA 90005","Los Angeles, CA 90005",Los Angeles Unified,(213) 480-4520(make sure to verify first before calling),399,19.0,324,31
Ambassador-Global Leadership School,"701 S. Catalina St.Los Angeles, CA 90005","Los Angeles, CA 90005",Los Angeles Unified,(213) 480-4540(make sure to verify first before calling),593,30.7,445,65
Ambler Avenue Elementary School,"319 E. Sherman Dr.Carson, CA 90746","Carson, CA 90746",Los Angeles Unified,(310) 532-4090(make sure to verify first before calling),504,22.5,307,80
Amelia Earhart Continuation School,"5355 Colfax Ave.Los Angeles, CA 91601","Los Angeles, CA 91601",Los Angeles Unified,(818) 769-4877(make sure to verify first before calling),98,6.5,70,7
Amelia Earhart Elementary School,"400 Packet Landing Rd.Alameda, CA 94502","Alameda, CA 94502",Alameda Unified,(510) 748-4003(make sure to verify first before calling),622,25.0,39,7
Amelia Earhart Elementary Of International Studies School,"45-250 Dune Palms Rd.Indio, CA 92201","Indio, CA 92201",Desert Sands Unified,(760) 200-3720(make sure to verify first before calling),73,931,No,317
Amelia Earhart Middle School,"20202 Aptos St.Riverside, CA 92508","Riverside, CA 92508",Riverside Unified,(951) 697-5700(make sure to verify first before calling),988,38.0,252,88
American Canyon High School,"3000 Newell Dr.American Canyon, CA 94503","American Canyon, CA 94503",Napa Valley Unified,(707) 265-2710(make sure to verify first before calling),60,"1,582",No,449
American Canyon Middle School,"300 Benton WayAmerican Canyon, CA 94589","American Canyon, CA 94589",Napa Valley Unified,(707) 259-8592(make sure to verify first before calling),54,"1,041",No,323
American Elementary School,"800 VerdugoBakersfield, CA 93312","Bakersfield, CA 93312",Rosedale Union Elementary,(661) 587-2277(make sure to verify first before calling),74,738,No,148
American High School,"36300 Fremont Blvd.Fremont, CA 94536","Fremont, CA 94536",Fremont Unified,(510) 796-1776(make sure to verify first before calling),"2,093",85.4,364,93
American Indian Public Charter School,"171 12th St.Oakland, CA 94607","Oakland, CA 94607",Oakland Unified,(510) 893-8701(make sure to verify first before calling),72,131,No,86
American Indian Public Charter Ii School,"171 12th St.Oakland, CA 94607","Oakland, CA 94607",Oakland Unified,(510) 893-8701(make sure to verify first before calling),88,641,No,380
American Indian Public High School,"746 Grand Ave.Oakland, CA 94607","Oakland, CA 94607",Oakland Unified,(510) 893-8701(make sure to verify first before calling),86,229,No,143
American Lakes Elementary School,"2800 Stonecreek Dr.Sacramento, CA 95833","Sacramento, CA 95833",Natomas Unified,(916) 567-5500(make sure to verify first before calling),12,469,No,342
American Legion High (Continuation) School,"3801 BRd.waySacramento, CA 95817","Sacramento, CA 95817",Sacramento City Unified,(916) 277-6600(make sure to verify first before calling),290,12.6,232,12
American River Charter School,"6620 Wentworth Springs Rd.Georgetown, CA 95634","Georgetown, CA 95634",Black Oak Mine Unified,(530) 333-8340(make sure to verify first before calling),43,192,No,66
American Union Elementary School,"2801 W. Adams Ave.Fresno, CA 93706","Fresno, CA 93706",Washington Unified,(559) 495-5650(make sure to verify first before calling),38,310,"Yes, under Provision 2",207
Amesti Elementary School,"25 Amesti Rd.Watsonville, CA 95076","Watsonville, CA 95076",Pajaro Valley Unified,(831) 728-6250(make sure to verify first before calling),618,25.0,543,37
Amestoy Elementary School,"1048 W. 149th St.Gardena, CA 90247","Gardena, CA 90247",Los Angeles Unified,(310) 327-5592(make sure to verify first before calling),802,36.0,572,111
Amistad High (Continuation) School,"83-501 Dillon Ave.Indio, CA 92201","Indio, CA 92201",Desert Sands Unified,(760) 775-3570(make sure to verify first before calling),12,289,No,198
Amy B. Seibert Elementary School,"2800 Agate St.Bakersfield, CA 93304","Bakersfield, CA 93304",Panama-Buena Vista Union,(661) 832-4141(make sure to verify first before calling),744,28.0,592,61
Anacapa Middle School,"100 S. Mills Rd.Ventura, CA 93003","Ventura, CA 93003",Ventura Unified,(805) 289-7900(make sure to verify first before calling),40,865,No,347
Anaheim High School,"811 W. Lincoln Ave.Anaheim, CA 92805","Anaheim, CA 92805",Anaheim Union High,(714) 999-3717(make sure to verify first before calling),31,"3,164",No,"2,276"
Anaheim Hills Elementary School,"6450 E. SerranoAnaheim, CA 92807","Anaheim, CA 92807",Orange Unified,(714) 997-6169(make sure to verify first before calling),92,516,No,23
Anahuacalmecac International Univ Prep Of N. America School,"4736 Hntngtn Dr. S.Los Angeles, CA 90032","Los Angeles, CA 90032",SBE - Anahuacalmecac International Univ Prep of N. America,(323) 352-3148(make sure to verify first before calling),9,368,No,324
Analy High School,"6950 Analy Ave.Sebastopol, CA 95472","Sebastopol, CA 95472",West Sonoma County Union High,(707) 824-2300(make sure to verify first before calling),"1,273",58.4,164,42
Anatola Avenue Elementary School,"7364 Anatola Ave.Los Angeles, CA 91406","Los Angeles, CA 91406",Los Angeles Unified,(818) 343-8733(make sure to verify first before calling),474,21.0,326,75
Anaverde Hills School,"2902 Greenbrier St.Palmdale, CA 93551","Palmdale, CA 93551",Westside Union Elementary,(661) 575-9923(make sure to verify first before calling),629,22.1,271,71
Andasol Avenue Elementary School,"10126 Encino Ave.Los Angeles, CA 91325","Los Angeles, CA 91325",Los Angeles Unified,(818) 349-8631(make sure to verify first before calling),441,19.0,208,68
Anderson School,"24302 E. Fourth St.San Bernardino, CA 92410","San Bernardino, CA 92410",San Bernardino City Unified,(909) 388-6311(make sure to verify first before calling),9.0,No,22,San Bernardino City Unified
Anderson (Alex) Elementary School,"5800 Calpine Dr.San Jose, CA 95123","San Jose, CA 95123",Oak Grove Elementary,(408) 225-6556(make sure to verify first before calling),456,20.0,174,49
Anderson (Linford L.) Elementary School,"415 E. C St.Dixon, CA 95620","Dixon, CA 95620",Dixon Unified,(707) 693-6360(make sure to verify first before calling),24,524,No,372
Anderson Community Day School,"20083 Olinda Rd.Anderson, CA 96007","Anderson, CA 96007",Anderson Union High,(530) 365-6054(make sure to verify first before calling),8,1.0,7,Anderson Union High
Anderson Elementary School,"2210 E. 130th St.Compton, CA 90222","Compton, CA 90222",Compton Unified,(310) 898-6110(make sure to verify first before calling),54,480,"Yes, under Provision 2",393
Anderson Elementary School,"2210 E. 130th St.Compton, CA 90222","Compton, CA 90222",Compton Unified,(310) 898-6110(make sure to verify first before calling),54,480,"Yes, under Provision 2",393
Anderson Heights Elementary School,"1530 Spruce St.Anderson, CA 96007","Anderson, CA 96007",Cascade Union Elementary,(530) 378-7050(make sure to verify first before calling),240,10.0,179,21
Anderson High School,"1471 Ferry St.Anderson, CA 96007","Anderson, CA 96007",Anderson Union High,(530) 365-2741(make sure to verify first before calling),46,611,No,304
Anderson Middle School,"1646 W. Ferry St.Anderson, CA 96007","Anderson, CA 96007",Cascade Union Elementary,(530) 378-7060(make sure to verify first before calling),473,24.0,331,41
Anderson New Technology High School,"2098 N. St.Anderson, CA 96007","Anderson, CA 96007",Anderson Union High,(530) 365-3100(make sure to verify first before calling),73,213,No,90
Anderson Valley Elementary School,"12300 Anderson Valley WayBoonville, CA 95415","Boonville, CA 95415",Anderson Valley Unified,(707) 895-3010(make sure to verify first before calling),37,278,"Yes, under Provision 2",201
Anderson Valley Junior-Senior High School,"18200 Mountain View Rd.Boonville, CA 95415","Boonville, CA 95415",Anderson Valley Unified,(707) 895-3496(make sure to verify first before calling),232,19.1,158,27
Anderson W. Clark Magnet High School,"4747 New York Ave.La Crescenta-Montrose, CA 91214","La Crescenta-Montrose, CA 91214",Glendale Unified,(818) 248-8324(make sure to verify first before calling),"1,103",37.3,438,150
Andres Duarte Elementary School,"1433 Crestfield Dr.Duarte, CA 91010","Duarte, CA 91010",Duarte Unified,(626) 599-5100(make sure to verify first before calling),346,15.0,238,40
Andres And Maria Cardenas Elementary School,"6900 Calhoun Ave.Los Angeles, CA 91405","Los Angeles, CA 91405",Los Angeles Unified,(818) 908-6700(make sure to verify first before calling),524,21.5,423,46
Andrew Carnegie Middle School,"21820 Bonita St.Carson, CA 90745","Carson, CA 90745",Los Angeles Unified,(310) 952-5700(make sure to verify first before calling),924,39.8,547,126
Andrew Carnegie Middle School,"21820 Bonita St.Carson, CA 90745","Carson, CA 90745",Los Angeles Unified,(310) 952-5700(make sure to verify first before calling),924,39.8,547,126
Andrew Jackson Elementary School,"1143 S. Nakoma Dr.Santa Ana, CA 92704","Santa Ana, CA 92704",Santa Ana Unified,(714) 431-3700(make sure to verify first before calling),992,34.0,927,11
Andrew Jackson Elementary School,"1143 S. Nakoma Dr.Santa Ana, CA 92704","Santa Ana, CA 92704",Santa Ana Unified,(714) 431-3700(make sure to verify first before calling),992,34.0,927,11
Andrew Jackson Elementary School,"1143 S. Nakoma Dr.Santa Ana, CA 92704","Santa Ana, CA 92704",Santa Ana Unified,(714) 431-3700(make sure to verify first before calling),992,34.0,927,11
Andrew N. Christensen Middle School,"5757 Haggin Oaks Ave.Livermore, CA 94551","Livermore, CA 94551",Livermore Valley Joint Unified,(925) 606-4702(make sure to verify first before calling),70,615,No,91
Andrew P. Hill High School,"3200 Senter Rd.San Jose, CA 95111","San Jose, CA 95111",East Side Union High,(408) 347-4100(make sure to verify first before calling),"1,934",86.1,980,246
Andros Karperos School,"1700 Camino de FloresYuba City, CA 95993","Yuba City, CA 95993",Yuba City Unified,(530) 822-4440(make sure to verify first before calling),36,"1,273",No,830
Angeles Mesa Elementary School,"2611 W. 52nd St.Los Angeles, CA 90043","Los Angeles, CA 90043",Los Angeles Unified,(323) 294-5103(make sure to verify first before calling),412,19.0,333,38
Angelo Rodriguez High School,"5000 Red Top Rd.Fairfield, CA 94534","Fairfield, CA 94534",Fairfield-Suisun Unified,(707) 863-7950(make sure to verify first before calling),61,"1,820",No,460
Angier Elementary School,"8450 Hurlbut St.San Diego, CA 92123","San Diego, CA 92123",San Diego Unified,(858) 496-8295(make sure to verify first before calling),71,546,No,193
Animo College Preparatory Academy School,"2265 E. 103rd St.Los Angeles, CA 90002","Los Angeles, CA 90002",Los Angeles Unified,(323) 568-4136(make sure to verify first before calling),13,533,No,482
Animo Ellen Ochoa Charter Middle School,"725 S. Indiana St. Rm. 65Los Angeles, CA 90023","Los Angeles, CA 90023",Los Angeles Unified,(323) 565-3245(make sure to verify first before calling),16,298,No,268
Animo Florence-Firestone Charter Middle School,"155 W. 69th St.Los Angeles, CA 90003",http://greendot.org/florence-firestone,Los Angeles Unified,(323) 585-3312(make sure to verify first before calling),11,Los Angeles Unified,No,
Animo Inglewood Charter High School,"3425 W. Manchester Blvd.Inglewood, CA 90305","Inglewood, CA 90305",Inglewood Unified,(323) 565-2100(make sure to verify first before calling),83,642,No,498
Animo Jackie Robinson High School,"3500 S. Hill St.Los Angeles, CA 90007","Los Angeles, CA 90007",Los Angeles Unified,(323) 846-5800(make sure to verify first before calling),47,612,No,558
Animo James B. Taylor Charter Middle School,"810 E. 111th Pl.Los Angeles, CA 90059","Los Angeles, CA 90059",Los Angeles Unified,(323) 568-8613(make sure to verify first before calling),11,462,No,428
Animo Jefferson Charter Middle School,"1655 E. 27th St. Ste. ALos Angeles, CA 90011","Los Angeles, CA 90011",Los Angeles Unified,(323) 232-1857(make sure to verify first before calling),19,551,No,537
Animo Leadership High School,"11044 S. Freeman Ave.Inglewood, CA 90301","Inglewood, CA 90301",Lennox,(310) 216-3277(make sure to verify first before calling),54,638,No,513
Animo Mae Jemison Charter Middle School,"12700 Avalon Blvd.Los Angeles, CA 90061","Los Angeles, CA 90061",Los Angeles Unified,(323) 565-4450(make sure to verify first before calling),12,320,No,289
Animo Pat Brown School,"8255 Beach St.Los Angeles, CA 90001","Los Angeles, CA 90001",Los Angeles Unified,(323) 585-3312(make sure to verify first before calling),49,617,No,550
