Name,Address,Rating,Enrollment,Grade span
Hewes Middle School,"13232 Hewes Ave., Santa Ana",84,983,06-08
Hickman Elementary School,"10850 Montongo St., San Diego",89,447,KG-05
Hickory Elementary School,"2800 W. 227th St., Torrance",91,932,KG-05
Hicks Canyon Elementary School,"3817 Viewpark, Irvine",93,936,KG-05
Hidden Hills Elementary School,"12995 HarCt. Way, San Ramon",99,"1,000",KG-05
Hidden Trails Elementary School,"2250 Ridgeview Dr., Chino Hills",83,508,KG-06
Hidden Valley Elementary School,"46 Green Valley Ct., San Anselmo",93,365,KG-05
High Tech High International School,"2855 Farragut Rd., San Diego",88,399,09-12
High Tech La School,"17111 Victory Blvd., Los Angeles",90,390,09-12
Highland Oaks Elementary School,"10 Virginia Dr., Arcadia",95,680,KG-05
Highland Ranch Elementary School,"14840 Waverley Downs Way, San Diego",83,716,KG-05
Highlands Elementary School,"2320 Newport St., San Mateo",84,594,KG-05
Hillcrest Elementary School,"30 Marguerite Dr., Oakland",95,366,KG-08
Hillcrest Middle School,"725 Bloomfield Rd., Sebastopol",89,255,06-08
Hillside Elementary School,"4975 N. Mayfield Ave., San Bernardino",84,790,KG-06
Hillview Middle School,"1100 Elder Ave., Menlo Park",97,895,06-08
Hilton D. Bell Intermediate School,"12345 Springdale St., Garden Grove",89,695,07-08
Hollister Prep School,"881 Line St., Hollister",93,302,KG-08
Hollow Hills Elementary School,"828 Gibson Ave., Simi Valley",85,678,KG-06
Holly Avenue Elementary School,"360 W. Duarte Rd., Arcadia",91,705,KG-05
Holmes Elementary School,"4902 Mt. Ararat Dr., San Diego",95,550,KG-06
Homestead High School,"21370 Homestead Rd., Cupertino",94,"2,368",09-12
Hooper Avenue Elementary School,"1225 E. 52nd St., Los Angeles",9,958,01-05
Hoover Elementary School,"2220 Summit Dr., Burlingame",99,-,KG-05
Hope Elementary School,"3010 Tamarack Ave., Carlsbad",88,646,KG-05
Hope Elementary School,"3970-A La Colina Rd., Santa Barbara",84,316,KG-06
Hope View Elementary School,"17622 Flintstone Ln., Huntington Beach",89,625,KG-05
Horace Mann Elementary School,"8701 Charleville Blvd., Beverly Hills",87,500,KG-08
Horicon Elementary School,"35555 Annapolis Rd., Annapolis",9,47,KG-08
Howard Elementary School,"8755 Fontaine St., Oakland",9,220,KG-05
Hugo Reid Elementary School,"1000 Hugo Reid Dr., Arcadia",91,562,KG-05
Hunt Elementary School,"1342 Pumalo St., San Bernardino",9,646,KG-05
Huntington Beach High School,"1905 Main St., Huntington Beach",91,"2,954",09-12
Huntington Middle School,"1700 Hntngtn Dr., San Marino",94,780,06-08
Huntington Seacliff Elementary School,"6701 Garfield Ave., Huntington Beach",99,728,KG-05
Hurley Elementary School,"6600 W. Hurley Ave., Visalia",81,647,KG-06
Huron Middle School,"16875 Fourth St., Huron",9,367,06-08
Imperial Elementary School,"400 S. Imperial Hwy., Anaheim",82,478,KG-06
Independent Elementary School,"21201 Independent Sch Rd., Castro Valley",91,653,KG-05
Indian Valley Elementary School,"551 Marshall Dr., Walnut Creek",87,419,KG-05
Inland Leaders Charter School,"12375 California St., Yucaipa",83,921,KG-08
Inspire Of Arts And Sciences School,"335 W. Sacramento Ave., Chico",83,444,09-12
Intellectual Virtues Academy Of Long Beach School,"3601 Linden Ave., Long Beach",89,170,06-08
International Polytechnic High School,"3801 W. Temple Ave., Pomona",92,558,09-12
International Of Monterey School,"1720 Yosemite St., Seaside",84,419,KG-08
Iron Horse Middle School,"12601 Alcosta Blvd., San Ramon",98,"1,083",06-08
Irvine High School,"4321 Walnut Ave., Irvine",88,"2,031",09-12
Irvington High School,"41800 Blacow Rd., Fremont",93,"2,253",09-12
Isaac L. Sowers Middle School,"9300 Indianapolis Ave., Huntington Beach",92,"1,173",06-08
Isaac Newton Graham Middle School,"1175 Castro St., Mountain View",87,822,06-08
Ivanhoe Elementary School,"2828 Herkimer St., Los Angeles",93,458,KG-05
Ivey Ranch Elementary School,"4275 Via Rancho Rd., Oceanside",83,801,KG-05
J. H. Mcgaugh Elementary School,"1698 Bolsa Ave., Seal Beach",86,840,KG-05
J. Haley Durham Elementary School,"40292 Leslie St., Fremont",80,580,KG-06
J. M. Amador Elementary School,"2100 E. Cantara Dr., Dublin",99,741,KG-05
Jack L. Weaver Elementary School,"11872 Wembley Rd., Los Alamitos",98,685,KG-05
Jackson Elementary School,"2561 Francisco Dr., El Dorado Hills",91,430,KG-05
Jacoby Creek School,"1617 Old Arcata Rd., Arcata",94,432,KG-08
James Dougherty Elementary School,"5301 Hibernia Dr., Dublin",97,874,KG-05
James Earl Carter Elementary School,"74-251 Hovley Ln. E., Palm Desert",85,680,KG-05
James Franklin Smith Elementary School,"2220 Woodbury Ln., San Jose",97,742,KG-06
James Leitch Elementary School,"47100 Fernald St., Fremont",96,"1,018",KG-03
James R. Cowan Fundamental Elementary School,"3350 Becerra Way, Sacramento",80,505,KG-06
James S. Fugman Elementary School,"10825 N Cedar Ave, Fresno",98,810,KG-06
Jane Lathrop Stanford Middle School,"480 E. Meadow Dr., Palo Alto",96,"1,111",06-08
Jefferson School,"7500 W. Linne Rd., Tracy",80,408,05-08
Jefferson Charter Academy School,"511 W. Malone St., Hanford",87,401,KG-08
Jefferson Elementary School,"1400 Ada St., Berkeley",93,422,KG-05
Jefferson Elementary School,"1120 E. Seventh St., Calexico",9,733,KG-06
Jefferson Elementary School,"600 Harkness Ln., Redondo Beach",96,639,KG-05
Jefferson Elementary School,"1725 Irving St., San Francisco",83,511,KG-05
Jefferson Middle School,"21717 Talisman St., Torrance",88,639,06-08
Jeffrey Trail Middle School,"155 Visions, Irvine",98,999,07-08
Jensen Ranch Elementary School,"20001 Carson Ln., Castro Valley",98,439,KG-05
Jerabek Elementary School,"10050 Avenida Magnifica, San Diego",99,647,KG-05
Jessie Hayden Elementary School,"14782 Eden St., Midway City",84,838,KG-05
Joaquin Miller Elementary School,"720 E. Providencia Ave., Burbank",85,746,KG-05
Joaquin Miller Middle School,"6151 Rainbow Dr., San Jose",98,"1,317",06-08
Joaquin Moraga Intermediate School,"1010 Camino Pablo, Moraga",99,681,06-08
Joe Henderson Elementary School,"650 Hastings Dr., Benicia",81,552,KG-05
John Baldwin Elementary School,"741 Brookside Dr., Danville",96,576,KG-05
John C. Fremont Elementary School,"3320 Las Palmas Ave., Glendale",90,695,KG-06
John F. Kennedy Elementary School,"19125 Schhouse Ln., Riverside",83,"1,096",KG-06
John F. Kennedy High School,"8281 Walker St., La Palma",81,"2,433",09-12
John F. Kennedy High School,"1951 Third St., Norco",86,641,10-12
John F. Kennedy Middle School,"821 Bubb Rd., Cupertino",99,"1,474",06-08
John Gomes Elementary School,"555 Lemos Ln., Fremont",98,820,KG-06
John Green Elementary School,"3300 Antone Way, Dublin",97,891,KG-05
John H. Eader Elementary School,"9291 Banning Ave., Huntington Beach",95,611,KG-05
John Kelley Elementary School,"87-163 Center St., Thermal",9,596,KG-06
John L. Golden Elementary School,"12400 Banyan St., Rancho Cucamonga",92,891,KG-05
John M. Horner Junior High School,"41365 Chapel Way, Fremont",95,"1,140",07-08
John Malcom Elementary School,"32261 Charles Ave., Laguna Niguel",91,686,KG-05
John Mccandless Charter School,"1700 Porter Way, Stockton",88,189,KG-08
John Muir Elementary School,"6560 Hanover Dr., San Jose",95,400,KG-05
John Murdy Elementary School,"14851 Donegal Dr., Garden Grove",83,424,KG-06
John R. Peterson Elementary School,"20661 Farnsworth Ln., Huntington Beach",95,705,KG-05
John Sinnott Elementary School,"2025 Yellowstone Ave., Milpitas",96,775,KG-06
Jonas Salk Elementary School,"7825 Flanders Dr., San Diego",86,496,KG-05
Jonata Middle School,"301 Second St., Buellton",86,219,06-08
Joseph Arnold Elementary School,"4100 227th St., Torrance",92,727,KG-05
Joseph Azevada Elementary School,"39450 Royal Palm Dr., Fremont",82,605,KG-06
Joseph Weller Elementary School,"345 Boulder Dr., Milpitas",80,455,KG-06
Joshua Chadbourne Elementary School,"801 Plymouth Ave., Fremont",98,788,KG-06
Juan Cabrillo Elementary School,"30237 Morning View Dr., Malibu",85,195,KG-05
Juana Briones Elementary School,"4100 Orme St., Palo Alto",97,335,KG-05
Juliet Morris Elementary School,"9952 Graham St., Cypress",86,733,KG-06
Junction Elementary School,"2150 Ellison Dr., Roseville",94,724,KG-05
K. I. Jones Elementary School,"2001 Winston Dr., Fairfield",80,747,KG-05
Kipp Comienza Community Prep School,"6410 Rita Ave., Huntington Park",93,552,KG-08
Kipp Heartwood Academy School,"1250 S. King Rd., San Jose",84,406,05-08
Kipp Heritage Academy School,"2545 Sherlock Dr., San Jose",93,216,05-08
Kipp Iluminar Academy School,"4800 E. Cesar Chavez Ave., Los Angeles",86,448,KG-04
Kipp King Collegiate High School,"2005 Via Barrett #B, San Lorenzo",84,559,09-12
Kipp Los Angeles College Preparatory School,"2810 Whittier Blvd., Los Angeles",87,497,05-08
Kipp Raices Academy School,"668 Atlantic Blvd., Los Angeles",95,548,KG-04
Kipp San Jose Collegiate School,"1790 Edal Park Dr., San Jose",90,484,09-12
Kipp Summit Academy School,"2005 Via Barrett #A, San Lorenzo",95,416,05-08
Karl F. Clemens Elementary School,"523 BRd.way Ave., Wasco",9,599,KG-06
Kastner Intermediate School,"7676 N. First St., Fresno",88,"1,041",07-08
Katherine L. Albiani Middle School,"9140 Bradshaw Rd., Elk Grove",90,"1,442",07-08
Kavod Elementary Charter School,"3201 Marathon Dr., San Diego",84,113,KG-05
Kearny College Connections School,"1954 Komet Way, San Diego",80,401,09-12
Kellogg Elementary School,"475 Cambridge Ave., Goleta",89,417,KG-06
Kelly Elementary School,"4885 Kelly Dr., Carlsbad",95,403,KG-05
Kelseyville Elementary School,"5065 Konocti Rd., Kelseyville",9,497,KG-05
Kensington Elementary School,"90 Highland Blvd., Kensington",98,534,KG-06
Kenter Canyon Elementary Charter School,"645 N. Kenter Ave., Los Angeles",96,537,KG-05
Kenwood Elementary School,"230 Randolph Ave., Kenwood",90,141,KG-06
Kester Avenue Elementary School,"5353 Kester Ave., Los Angeles",89,977,KG-05
Kettering Elementary School,"550 Silvera Ave., Long Beach",84,335,KG-05
Key (Francis Scott) Elementary School,"1530 43rd Ave., San Francisco",88,531,KG-05
Kimberly Elementary School,"301 W. S. Ave., Redlands",88,589,KG-05
Kings Mountain Elementary School,"498 Kelly Ave., Half Moon Bay",91,65,KG-05
Kings River-Hardwick Elementary School,"10300 Excelsior Ave., Hanford",81,790,KG-08
Knights Ferry Elementary School,"12726 Dent St., Knights Ferry",80,91,KG-08
Kraemer Middle School,"645 N. Angelina Dr., Placentia",85,957,07-08
Krystal Of Science Math & Technology School,"17160 Krystal Dr., Hesperia",81,873,KG-06
Kumeyaay Elementary School,"6475 Antigua Blvd., San Diego",87,469,KG-05
L. P. Collins Elementary School,"10300 Blaney Ave., Cupertino",99,719,KG-05
L.A. County High For The Arts School,"5151 State Univ Dr., Los Angeles",82,604,09-12
La Canada Elementary School,"4540 Encinas Dr., La Canada Flintridge",99,672,KG-06
La Canada High School,"4463 Oak Grove Dr., La Canada Flintridge",99,"2,075",07-12
La Colina Junior High School,"4025 Foothill Rd., Santa Barbara",90,947,07-08
La Costa Canyon High School,"1 Maverick Way, Encinitas",81,"1,894",09-12
La Costa Heights Elementary School,"3035 Levante St., Carlsbad",92,711,KG-06
La Costa Meadows Elementary School,"6889 El Fuerte St., Carlsbad",91,943,KG-05
La Crescenta Elementary School,"4343 La Crescenta Ave., La Crescenta-Montrose",85,506,KG-06
La Entrada Middle School,"2200 Sharon Rd., Menlo Park",97,803,04-08
La Jolla Elementary School,"1111 Marine St., San Diego",97,559,KG-05
La Jolla High School,"750 Nautilus St., San Diego",87,"1,581",09-12
La Madera Elementary School,"25350 Serrano Rd., Lake Forest",88,627,KG-06
La Mariposa School,"4800 Corte Olivas, Camarillo",92,685,KG-05
La Paz Intermediate School,"25151 Pradera Dr., Mission Viejo",86,889,07-08
La Quinta High School,"10372 McFadden St., Westminster",94,"2,137",09-12
La Rosa Elementary School,"9301 La Rosa Dr., Temple City",84,609,KG-03
La Sierra High School,"1735 E. Houston Ave., Visalia",9,232,07-12
Ladera Elementary School,"2515 Rawlings Way, Tustin",92,381,KG-05
Ladera Ranch Elementary School,"29551 Sienna Pkwy., Ladera Ranch",93,848,KG-05
Ladera Ranch Middle School,"29551 Sienna Pkwy., Ladera Ranch",95,"1,510",06-08
Lafayette Elementary School,"950 Moraga Rd., Lafayette",99,546,KG-05
Lafayette Elementary School,"4545 Anza St., San Francisco",95,543,KG-05
Laguna Beach High School,"625 Park Ave., Laguna Beach",92,"1,103",09-12
Laguna Hills High School,"25401 Paseo de Valencia, Laguna Hills",82,"1,608",09-12
Laguna Middle School,"11050 Los Osos Valley Rd., San Luis Obispo",88,703,07-08
Laguna Niguel Elementary School,"27922 Niguel Heights Blvd., Laguna Niguel",86,542,KG-05
Laguna Road Elementary School,"300 W. Laguna Rd., Fullerton",98,666,KG-06
Lake Forest Elementary School,"2240 Sailsbury Dr., El Dorado Hills",93,440,KG-05
Lake Hills Elementary School,"16346 Village Meadow Dr., Riverside",85,870,KG-05
Lake Mathews Elementary School,"12252 Blackburn Rd., Riverside",82,881,KG-06
Lake Tahoe Environmental Science Magnet School,"1095 San Bernardino Ave., South Lake Tahoe",87,393,KG-05
Lakeside Elementary School,"19621 Black Rd., Los Gatos",95,88,KG-05
Lakeside Middle School,"3 Lemongrass, Irvine",98,656,07-08
Lakeview Elementary School,"3371 Brittany Way, El Dorado Hills",94,525,KG-05
Lakeview Elementary School,"17510 Lakeview Ave., Yorba Linda",92,505,KG-05
Lakewood Elementary School,"2920 Midboro Pl., Modesto",91,395,KG-06
Lanai Road Elementary School,"4241 Lanai Rd., Los Angeles",96,559,KG-05
Lang Ranch School,"2450 Whitechapel Pl., Thousand Oaks",96,665,KG-05
Larchmont Charter School,"1265 N. Fairfax Ave., Los Angeles",87,"1,424",KG-12
Las Colinas Middle School,"5750 Fieldcrest Dr., Camarillo",82,"1,007",06-08
Las Flores Elementary School,"25862 Antonio Pkwy., Rancho Santa Margarita",87,572,KG-05
Las Flores Middle School,"25862 Antonio Pkwy., Los Flores",95,"1,005",06-08
Las Lomas High School,"1460 S. Main St., Walnut Creek",88,"1,528",09-12
Las Lomitas Elementary School,"299 Alameda de Las Pulgas, Atherton",96,579,KG-03
Latrobe Elementary School,"7680 S. Shingle Rd., Shingle Springs",90,52,KG-03
Laurel Elementary School,"95 Edge Rd., Atherton",93,542,KG-05
Laurelwood Elementary School,"955 Teal Dr., Santa Clara",93,695,KG-05
Lawton Alternative Elementary School,"1570 31st Ave., San Francisco",97,599,KG-08
Leadership Public - Hayward School,"28000 Calaroga Ave., Hayward",88,533,09-12
Leal (Frank C.) Elementary School,"12920 Droxford St., Cerritos",98,739,KG-06
Ledesma (Rita) Elementary School,"1001 Schhouse Rd., San Jose",84,482,KG-06
Leffingwell Elementary School,"10625 S. Santa Gertrudes, Whittier",86,655,KG-05
Leigh High School,"5210 Leigh Ave., San Jose",91,"1,654",09-12
Leland High School,"6677 Camden Ave., San Jose",95,"1,807",09-12
Lemonwood Elementary School,"2200 Carnegie St., Oxnard",9,910,KG-08
Leonard G. Westhoff Elementary School,"1323 Country Hollow, Walnut",94,603,KG-05
Lewis Middle School,"5170 Greenbrier Ave., San Diego",82,"1,094",06-08
Lexington Elementary School,"19700 Old Santa Cruz Hwy., Los Gatos",83,163,KG-05
Lexington Junior High School,"4351 Orange Ave., Cypress",81,"1,358",07-08
Liberty Elementary School,"2175 Proctor Valley Rd., Chula Vista",88,738,KG-06
Liberty Elementary School,"1250 E. Liberty Hill Dr., Fresno",91,606,KG-06
Liberty Elementary School,"170 Liberty Sch Rd., Petaluma",93,175,01-06
Liberty Elementary School,"1300 W. Sonya Ln., Santa Maria",9,814,KG-06
Lietz Elementary School,"5300 Carter Ave, San Jose",89,570,KG-05
Lighthouse Community Charter High School,"444 Hegenberger Rd., Oakland",88,260,09-12
Lilienthal (Claire) Elementary School,"3630 Divisadero St., San Francisco",96,678,KG-08
Lincoln (Abraham) High School,"2162 24th Ave., San Francisco",80,"2,046",09-12
Lincoln Alternative Elementary School,"1041 Fullerton Ave., Corona",84,908,KG-06
Lincoln Elementary School,"1801 Devereux Dr., Burlingame",92,486,KG-05
Lincoln Elementary School,"774 E. Alluvial Ave., Fresno",89,709,KG-06
Lincoln Elementary School,"2223 Plant Ave., Redondo Beach",91,597,KG-06
Lincoln Elementary School,"2418 W. 166th St., Torrance",81,459,KG-05
Lincoln Middle School,"1250 Fernside Blvd., Alameda",97,888,06-08
Lincoln Middle School,"1501 California Ave., Santa Monica",94,"1,067",06-08
Linda Vista Elementary School,"1200 N. Cannon St., Orange",81,477,KG-06
Linda Vista Elementary School,"5600 S. Ohio St., Yorba Linda",95,441,KG-05
Lindero Canyon Middle School,"5844 N. Larboard Ln., Agoura Hills",87,"1,027",06-08
Literacy First Charter School,"799 E. Washington Ave., El Cajon",90,"1,639",KG-12
Live Oak Elementary School,"5151 Sherwood Way, San Ramon",98,"1,125",KG-05
Livermore Valley Charter School,"3142 Constitution Dr., Livermore",82,"1,109",KG-08
Lockhurst Drive Charter Elementary School,"6170 Lockhurst Dr., Los Angeles",84,398,KG-05
Loma Portal Elementary School,"3341 Browning St., San Diego",80,402,KG-04
Loma Prieta Elementary School,"23800 Summit Rd., Los Gatos",86,285,KG-05
Longden Elementary School,"9501 Wendon St., Temple City",84,"1,077",KG-06
Longley Way Elementary School,"2601 Longley Way, Arcadia",94,494,KG-05
Loomis Basin Charter School,"5438 Laird Rd., Loomis",93,407,KG-08
Lopez Elementary School,"701 S. White Ave., Pomona",9,641,KG-06
Loren Miller Elementary School,"830 W. 77th St., Los Angeles",9,802,KG-06
Los Alamitos Elementary School,"10862 Bloomfield St., Los Alamitos",83,697,KG-05
Los Alamitos Elementary School,"6130 Silberman Ave., San Jose",95,749,KG-05
Los Alamitos High School,"3591 Cerritos Ave., Los Alamitos",88,"3,336",09-12
Los Altos High School,"201 Almond Ave., Los Altos",94,"2,044",09-12
Los Angeles Teacher Preparatory Academy School,"1575 W. Second St., Los Angeles",9,205,9-12
Los Cerritos Middle School,"2100 Avenida de las Flores, Thousand Oaks",91,981,06-08
Los Cerros Middle School,"968 Blemer Rd., Danville",93,617,06-08
Los Coyotes Elementary School,"8122 Moody St., La Palma",99,533,KG-06
Los Gatos High School,"20 High Sch Ct., Los Gatos",93,"1,977",09-12
Los Molinos Elementary School,"3112 Las Marias Ave., Hacienda Heights",90,433,KG-05
Los Olivos Elementary School,"2540 Alamo Pintado Ave., Los Olivos",83,172,KG-08
Los Osos High School,"6001 Milliken Ave., Rancho Cucamonga",82,"3,198",09-12
Los Penasquitos Elementary School,"14125 Cuca St., San Diego",93,551,KG-05
Los Perales Elementary School,"22 Wakefield Dr., Moraga",95,393,KG-05
Los Primeros Of Sciences & Arts School,"1555 Kendall Ave., Camarillo",86,560,KG-08
Los Ranchos Elementary School,"5785 Los Ranchos Rd., San Luis Obispo",90,483,KG-06
Louis E. Stocklmeir Elementary School,"592 Dunholme Way, Sunnyvale",97,"1,192",KG-05
Louise Van Meter Elementary School,"16445 Los Gatos Blvd., Los Gatos",92,656,KG-05
Lowell Elementary School,"5201 E. BRd.way, Long Beach",87,747,KG-05
Lowell High School,"1101 Eucalyptus Dr., San Francisco",99,"2,685",09-12
Loyal Barker Elementary School,"12565 Springdale St., Garden Grove",89,434,KG-06
Loyola Elementary School,"770 Berry Ave., Los Altos",99,505,KG-06
Lucille M. Nixon Elementary School,"1711 Stanford Ave., Stanford",99,473,KG-05
Lunada Bay Elementary School,"520 Paseo Lunado, Palos Verdes Estates",92,341,KG-05
Lupin Hill Elementary School,"26210 Adamor Rd., Calabasas",90,603,KG-05
Lydiksen Elementary School,"7700 Highland Oaks Dr., Pleasanton",95,690,KG-05
Lynbrook High School,"1280 Johnson Ave., San Jose",99,"1,788",09-12
M. H. Stanley Middle School,"3455 Sch St., Lafayette",97,"1,220",06-08
Madera Elementary School,"8500 Madera Dr., El Cerrito",88,489,KG-06
Madison Elementary School,"2200 MacKay Ln., Redondo Beach",82,474,KG-05
Madrona Middle School,"21364 Madrona Ave., Torrance",84,686,06-08
Magnolia Elementary School,"1905 Magnolia Ave., Carlsbad",89,493,KG-05
Magnolia Elementary School,"465 W. 15th St., Upland",80,610,KG-06
Magnolia Science Academy San Diego School,"6365 Lake Atlin Ave., San Diego",85,423,06-08
Magnolia Science Academy Santa Clara School,"14271 Story Rd., San Jose",91,100,-
Maidu Elementary School,"1950 Johnson Ranch Dr., Roseville",85,468,KG-03
Main Street Elementary School,"3400 N. Main St., Soquel",81,451,KG-05
Majestic Way Elementary School,"1855 Majestic Way, San Jose",86,525,KG-05
Malibu High School,"30215 Morning View Dr., Malibu",92,"1,106",06-12
Manhattan Beach Middle School,"1501 Redondo Ave., Manhattan Beach",96,"1,549",06-08
Maple Creek Elementary School,"2025 E. Teague Ave., Fresno",89,696,KG-06
Maple Elementary School,"3501 Kimber Dr., Thousand Oaks",80,309,KG-05
Maple Hill Elementary School,"1350 Maple Hill Rd., Diamond Bar",90,528,KG-05
Mar Vista Elementary School,"3330 Granville Ave., Los Angeles",87,590,KG-05
Marengo Elementary School,"1400 Marengo Ave., South Pasadena",95,753,KG-05
Margaret Landell Elementary School,"9739 Denni St., Cypress",94,731,KG-06
Maria Carrillo High School,"6975 Montecito Blvd., Santa Rosa",88,"1,603",09-12
Marian A. Peterson Middle School,"1380 Rosalia Ave., Sunnyvale",86,899,06-08
Marian Bergeson Elementary School,"25302 Rancho Niguel Rd., Laguna Niguel",85,646,KG-05
Maricopa Elementary School,"955 Stanislaus St., Maricopa",9,143,KG-05
Mariemont Elementary School,"1401 Corta Way, Sacramento",81,602,KG-05
Marin Elementary School,"1001 Santa Fe Ave., Albany",97,497,KG-05
Marina High School,"15871 Springdale St., Huntington Beach",84,"2,408",09-12
Marina Village Middle School,"1901 Francisco Dr., El Dorado Hills",95,794,06-08
Mariners Elementary School,"2100 Mariners Dr., Newport Beach",94,768,KG-06
Mariposa Elementary School,"1111 W. Mariposa Dr., Brea",89,569,KG-06
Mariposa Elementary School,"30800 Palo Alto Dr., Redlands",90,593,KG-05
Mariposa Of Global Education School,"6050 N. Calmfield Ave., Agoura Hills",80,369,KG-08
Marjorie H. Tobias Elementary School,"725 S.gate Ave., Daly City",89,409,KG-05
Mark Keppel Elementary School,"730 Glenwood Rd., Glendale",87,"1,023",KG-05
Mark Keppel High School,"501 E. Hellman Ave., Alhambra",88,"2,298",09-12
Mark West Charter School,"4600 Lavell Rd., Santa Rosa",81,126,KG-08
Marquez Charter School,"16821 Marquez Ave., Los Angeles",92,546,KG-05
Marsh Elementary School,"2304 G St., Antioch",9,558,KG-05
Marshall (Thurgood) Elementary School,"2295 MacKenzie Creek Rd., Chula Vista",91,676,KG-06
Marshall Lane Elementary School,"14114 Marilyn Ln., Saratoga",97,572,KG-05
Marshall Middle School,"9700 Ave. of Nations, San Diego",95,"1,612",06-08
Marshall Pomeroy Elementary School,"1505 Escuela Pkwy., Milpitas",92,756,KG-06
Martha Baldwin Elementary School,"900 S. Almansor St., Alhambra",83,"1,121",KG-08
Martin Luther King School,"1713 BRd.way, Seaside",9,453,KG-05
Martin Luther King Junior Elementary School,"1001 S. Graham Ln., Santa Ana",9,754,KG-05
Martin Luther King Middle School,"1781 Rose St., Berkeley",85,"1,027",06-08
Marvin Elementary School,"5720 Brunswick Ave., San Diego",92,421,KG-05
Mary E. Silveira Elementary School,"375 Blackstone Dr., San Rafael",89,436,KG-05
Mary Farmar Elementary School,"901 Military W., Benicia",81,476,KG-05
Mary Fay Pendleton Elementary School,"110 Marine Dr., Oceanside",89,721,KG-08
Masuda (Kazuo) Middle School,"17415 Los Jardines W., Fountain Valley",92,853,06-08
Mather Heights Elementary School,"4370 Mather Sch Rd., Mather",82,445,KG-05
Matthew Turner Elementary School,"540 Rose Dr., Benicia",85,530,KG-05
Maude B. Davis Elementary School,"1050 Arlington Dr., Costa Mesa",96,572,KG-06
Mccoppin (Frank) Elementary School,"651 Sixth Ave., San Francisco",83,218,KG-05
Mckinley Elementary School,"701 Paloma Ave., Burlingame",88,519,KG-05
Mckinley Elementary School,"3045 Felton St., San Diego",84,588,KG-05
Mckinley Elementary School,"1025 14th St., San Francisco",90,384,KG-05
Mckinley Elementary School,"2401 Santa Monica Blvd., Santa Monica",80,512,KG-05
Mcmillin (Corky) Elementary School,"1201 Santa Cora Ave., Chula Vista",86,846,KG-06
Mcpherson Magnet School,"333 S. Prospect St., Orange",83,861,KG-08
Meadow Elementary School,"880 Maria Dr., Petaluma",86,436,KG-06
Meadow Park Elementary School,"50 Blue Lake S., Irvine",96,706,KG-06
Meadowbrook Middle School,"12320 Meadowbrook Ln., Poway",86,"1,371",06-08
Meadows Arts And Technology Elementary School,"2000 La Granada Dr., Thousand Oaks",96,384,KG-05
Meadows Avenue Elementary School,"1200 Meadows Ave., Manhattan Beach",98,431,KG-05
Meadows Elementary School,"1101 Helen Dr., Millbrae",89,414,KG-05
Meadows Elementary School,"25577 N. Fedala Rd., Santa Clarita",87,645,KG-06
Medea Creek Middle School,"1002 Doubletree Rd., Oak Park",96,"1,104",06-08
Melinda Heights Elementary School,"21001 Rancho Trabuco, Rancho Santa Margarita",93,"1,076",KG-06
Melrose Avenue Elementary School,"731 N. Detroit St., Los Angeles",81,337,KG-06
Mendocino High School,"10700 Ford St., Mendocino",80,192,09-12
Merced Elementary School,"1545 E. Merced Ave., West Covina",80,552,KG-05
Mesa Robles School,"16060 Mesa Robles Dr., Hacienda Heights",90,"1,078",KG-08
Mesa Verde Middle School,"14000 Peach Hill Rd., Moorpark",81,694,06-08
Mesa Verde Middle School,"8375 Entreken Way, San Diego",97,"1,275",06-08
Mesa View Middle School,"17601 Avilla Ln., Huntington Beach",94,821,06-08
Michael G. Wickman Elementary School,"16250 Pinehurst Dr., Chino Hills",95,904,KG-06
Middle College High School,"1260 W. Esperanza St., San Bernardino",97,275,09-12
Middle College High School,"2101 Moorpark Ave., San Jose",83,52,10-12
Middle College High School,"2600 Mission Bell Dr., San Pablo",95,278,09-12
Middle College High School,"1530 W. 17th St., Santa Ana",91,336,09-12
Middle College High School,"5151 Pacific Ave., Stockton",98,246,09-12
Midland Elementary School,"13910 Midland Rd., Poway",85,639,KG-05
Mildred B. Janson Elementary School,"8628 E. Marshall, Rosemead",80,601,KG-06
Mill Valley Middle School,"425 Sycamore Ave., Mill Valley",90,"1,066",06-08
Millbrook Elementary School,"3200 Millbrook Dr., San Jose",83,709,KG-06
Miller Creek Middle School,"2255 Las Gallinas Ave., San Rafael",91,687,06-08
Miller's Hill School,"7900 S. Shingle Rd., Shingle Springs",92,84,04-08
Millikin Elementary School,"615 Hobart Terrace, Santa Clara",99,522,KG-05
Mills High School,"400 Murchison Dr., Millbrae",96,"1,198",09-12
Millville Elementary School,"8570 Brookdale Rd., Millville",88,249,KG-08
Milpitas High School,"1285 Escuela Pkwy., Milpitas",88,"3,134",09-12
Mira Catalina Elementary School,"30511 Lucania Dr., Rancho Palos Verdes",92,406,KG-05
Mira Costa High School,"1401 Artesia Blvd., Manhattan Beach",92,"2,437",09-12
Mira Mesa High School,"10510 Reagan Rd., San Diego",81,"2,426",09-12
Mira Monte High (Alternative) School,"25632 Diseno Dr., Mission Viejo",86,52,09-12
Miraleste Intermediate School,"29323 Palos Verdes Dr. E., Rancho Palos Verdes",90,848,06-08
Miraloma Elementary School,"175 Omar Way, San Francisco",93,390,KG-05
Miramar Ranch Elementary School,"10770 Red Cedar Dr., San Diego",94,758,KG-05
Miramonte High School,"750 Moraga Way, Orinda",98,"1,232",09-12
