school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Lewis Middle School,"5170 Greenbrier Ave.San Diego, CA 92120","San Diego, CA 92120",San Diego Unified,(619) 583-3233(make sure to verify first before calling),82,"1,094",No,388
Lexington Elementary School,"550 W. Lexington Ave.Pomona, CA 91766","Pomona, CA 91766",Pomona Unified,(909) 397-4616(make sure to verify first before calling),47,632,No,524
Lexington Junior High School,"4351 Orange Ave.Cypress, CA 90630","Cypress, CA 90630",Anaheim Union High,(714) 220-4201(make sure to verify first before calling),81,"1,358",No,376
Liberty Elementary School,"12900 Amethyst Rd.Victorville, CA 92395","Victorville, CA 92395",Victor Elementary,(760) 241-1520(make sure to verify first before calling),15,860,No,732
Lietz Elementary School,"5300 Carter AveSan Jose, CA 95118","San Jose, CA 95118",Union Elementary,(408) 264-8314(make sure to verify first before calling),90,570,No,113
Lighthouse Community Charter High School,"444 Hegenberger Rd.Oakland, CA 94621","Oakland, CA 94621",Oakland Unified,(510) 562-8225(make sure to verify first before calling),81,260,No,183
Lilienthal (Claire) Elementary School,"3630 Divisadero St.San Francisco, CA 94123","San Francisco, CA 94123",San Francisco Unified,(415) 749-3516(make sure to verify first before calling),678,30.6,125,31
Lincoln (Abraham) High School,"2162 24th Ave.San Francisco, CA 94116","San Francisco, CA 94116",San Francisco Unified,(415) 759-2700(make sure to verify first before calling),"2,046",96.3,878,182
Lincoln Alternative Elementary School,"1041 Fullerton Ave.Corona, CA 92879","Corona, CA 92879",Corona-Norco Unified,(951) 736-3336(make sure to verify first before calling),84,908,No,268
Lincoln Elementary School,"1801 Devereux Dr.Burlingame, CA 94010","Burlingame, CA 94010",Burlingame Elementary,(650) 259-3860(make sure to verify first before calling),486,20.1,25,8
Lincoln Middle School,"1250 Fernside Blvd.Alameda, CA 94501","Alameda, CA 94501",Alameda Unified,(510) 748-4018(make sure to verify first before calling),888,40.5,89,23
Linda Vista Elementary School,"1200 N. Cannon St.Orange, CA 92869","Orange, CA 92869",Orange Unified,(714) 997-6201(make sure to verify first before calling),81,477,No,59
Lindero Canyon Middle School,"5844 N. Larboard Ln.Agoura Hills, CA 91301","Agoura Hills, CA 91301",Las Virgenes Unified,(818) 889-2134(make sure to verify first before calling),"1,027",44.5,70,6
Literacy First Charter School,"799 E. Washington Ave.EL CAJON, CA 92020","EL CAJON, CA 92020",San Diego County Office of Education,(619) 579-7232(make sure to verify first before calling),89,"1,639",No,591
Live Oak Elementary School,"1978 Reche Rd.Fallbrook, CA 92028","Fallbrook, CA 92028",Fallbrook Union Elementary,(760) 731-4430(make sure to verify first before calling),648,24.6,373,61
Livermore Valley Charter School,"3142 Constitution Dr.Livermore, CA 94551","Livermore, CA 94551",Livermore Valley Joint Unified,(925) 443-1690(make sure to verify first before calling),82,"1,109",No,45
Lockhurst Drive Charter Elementary School,"6170 Lockhurst Dr.Los Angeles, CA 91367","Los Angeles, CA 91367",Los Angeles Unified,(818) 888-5280(make sure to verify first before calling),398,16.0,70,33
Loma Portal Elementary School,"3341 Browning St.San Diego, CA 92106","San Diego, CA 92106",San Diego Unified,(619) 223-1683(make sure to verify first before calling),80,402,No,118
Loma Prieta Elementary School,"23800 Summit Rd.Los Gatos, CA 95033","Los Gatos, CA 95033",Loma Prieta Joint Union Elementary,(408) 353-1106(make sure to verify first before calling),285,12.0,5,3
Longden Elementary School,"9501 Wendon St.Temple City, CA 91780","Temple City, CA 91780",Temple City Unified,(626) 548-5068(make sure to verify first before calling),"1,077",43.0,283,105
Longley Way Elementary School,"2601 Longley WayArcadia, CA 91007","Arcadia, CA 91007",Arcadia Unified,(626) 821-8357(make sure to verify first before calling),494,21.5,100,36
Loomis Basin Charter School,"5438 Laird Rd.Loomis, CA 95650","Loomis, CA 95650",Loomis Union Elementary,(916) 652-2642(make sure to verify first before calling),93,407,No,4
Lopez Elementary School,"701 S. White Ave.Pomona, CA 91766","Pomona, CA 91766",Pomona Unified,(909) 397-4438(make sure to verify first before calling),9,641,No,569
Loren Miller Elementary School,"830 W. 77th St.Los Angeles, CA 90044","Los Angeles, CA 90044",Los Angeles Unified,(323) 753-4445(make sure to verify first before calling),802,33.5,738,32
Los Alamitos Elementary School,"10862 Bloomfield St.Los Alamitos, CA 90720","Los Alamitos, CA 90720",Los Alamitos Unified,(714) 816-3300(make sure to verify first before calling),697,27.0,120,48
Los Alamitos High School,"3591 Cerritos Ave.Los Alamitos, CA 90720","Los Alamitos, CA 90720",Los Alamitos Unified,(562) 799-4780(make sure to verify first before calling),88,"3,336",No,300
Los Altos High School,"15325 E. Los Robles Ave.Hacienda Heights, CA 91745","Hacienda Heights, CA 91745",Hacienda la Puente Unified,(626) 934-5400(make sure to verify first before calling),"2,025",80.5,"1,078",281
Los Angeles Teacher Preparatory Academy School,"1575 W. Second St.Los Angeles, CA 90026","Los Angeles, CA 90026",Los Angeles Unified,(323) 580-6430(make sure to verify first before calling),205,10.2,143,14
Los Cerritos Middle School,"2100 Avenida de las FloresThousand Oaks, CA 91362","Thousand Oaks, CA 91362",Conejo Valley Unified,(805) 492-3538(make sure to verify first before calling),981,39.2,156,30
Los Cerros Middle School,"968 Blemer Rd.Danville, CA 94526","Danville, CA 94526",San Ramon Valley Unified,(925) 855-6800(make sure to verify first before calling),93,617,No,18
Los Coyotes Elementary School,"8122 Moody St.La Palma, CA 90623","La Palma, CA 90623",Centralia Elementary,(714) 228-3260(make sure to verify first before calling),533,20.0,81,24
Los Gatos High School,"20 High Sch Ct.Los Gatos, CA 95030","Los Gatos, CA 95030",Los Gatos-Saratoga Joint Union High,(408) 354-2730(make sure to verify first before calling),"1,977",88.3,47,5
Los Molinos Elementary School,"7700 StanfordLos Molinos, CA 96055","Los Molinos, CA 96055",Los Molinos Unified,(530) 384-7903(make sure to verify first before calling),330,16.0,226,38
Los Olivos Elementary School,"2540 Alamo Pintado Ave.Los Olivos, CA 93441","Los Olivos, CA 93441",Los Olivos Elementary,(805) 688-4025(make sure to verify first before calling),83,172,No,21
Los Osos High School,"6001 Milliken Ave.Rancho Cucamonga, CA 91737","Rancho Cucamonga, CA 91737",Chaffey Joint Union High,(909) 477-6900(make sure to verify first before calling),81,"3,198",No,748
Los Penasquitos Elementary School,"14125 Cuca St.San Diego, CA 92129","San Diego, CA 92129",Poway Unified,(858) 672-3600(make sure to verify first before calling),93,551,No,181
Los Perales Elementary School,"22 Wakefield Dr.Moraga, CA 94556","Moraga, CA 94556",Moraga Elementary,(925) 631-0105(make sure to verify first before calling),393,18.0,5,Moraga Elementary
Los Primeros Of Sciences & Arts School,"1555 Kendall Ave.Camarillo, CA 93010","Camarillo, CA 93010",Pleasant Valley,(805) 484-2811(make sure to verify first before calling),86,560,No,62
Los Ranchos Elementary School,"5785 Los Ranchos Rd.San Luis Obispo, CA 93401","San Luis Obispo, CA 93401",San Luis Coastal Unified,(805) 596-4075(make sure to verify first before calling),483,19.0,68,10
Louis E. Stocklmeir Elementary School,"592 Dunholme WaySunnyvale, CA 94087","Sunnyvale, CA 94087",Cupertino Union,(408) 732-3363(make sure to verify first before calling),"1,192",51.3,26,9
Louise Van Meter Elementary School,"16445 Los Gatos Blvd.Los Gatos, CA 95032","Los Gatos, CA 95032",Los Gatos Union Elementary,(408) 335-2250(make sure to verify first before calling),92,656,No,11
Lowell Elementary School,"171 N. Poplar Ave.Fresno, CA 93701","Fresno, CA 93701",Fresno Unified,(559) 457-3020(make sure to verify first before calling),444,18.0,369,58
Lowell High School,"1101 Eucalyptus Dr.San Francisco, CA 94132","San Francisco, CA 94132",San Francisco Unified,(415) 759-2730(make sure to verify first before calling),"2,685",130.1,759,308
Loyal Barker Elementary School,"12565 Springdale St.Garden Grove, CA 92845","Garden Grove, CA 92845",Garden Grove Unified,(714) 663-6164(make sure to verify first before calling),89,434,No,56
Loyola Elementary School,"770 Berry Ave.Los Altos, CA 94024","Los Altos, CA 94024",Los Altos Elementary,(650) 254-2400(make sure to verify first before calling),99,505,No,3
Lucille M. Nixon Elementary School,"1711 Stanford Ave.Stanford, CA 94305","Stanford, CA 94305",Palo Alto Unified,(650) 856-1622(make sure to verify first before calling),473,25.3,33,9
Lunada Bay Elementary School,"520 Paseo LunadoPalos Verdes Estates, CA 90274","Palos Verdes Estates, CA 90274",Palos Verdes Peninsula Unified,(310) 377-3005(make sure to verify first before calling),93,341,No,5
Lupin Hill Elementary School,"26210 Adamor Rd.Calabasas, CA 91302","Calabasas, CA 91302",Las Virgenes Unified,(818) 880-4434(make sure to verify first before calling),603,25.5,77,13
Lydiksen Elementary School,"7700 Highland Oaks Dr.Pleasanton, CA 94588","Pleasanton, CA 94588",Pleasanton Unified,(925) 426-4420(make sure to verify first before calling),95,690,No,32
Lynbrook High School,"1280 Johnson Ave.San Jose, CA 95129","San Jose, CA 95129",Fremont Union High,(408) 366-7700(make sure to verify first before calling),"1,788",74.2,66,21
M. H. Stanley Middle School,"3455 Sch St.Lafayette, CA 94549","Lafayette, CA 94549",Lafayette Elementary,(925) 927-3530(make sure to verify first before calling),97,"1,220",No,28
Madera Elementary School,"8500 Madera Dr.EL CERRITO, CA 94530","EL CERRITO, CA 94530",West Contra Costa Unified,(510) 231-1412(make sure to verify first before calling),489,19.0,76,9
Madison Elementary School,"515 Ashtabula St.Pasadena, CA 91104","Pasadena, CA 91104",Pasadena Unified,(626) 396-5780(make sure to verify first before calling),13,489,421,42
Madrona Middle School,"21364 Madrona Ave.Torrance, CA 90503","Torrance, CA 90503",Torrance Unified,(310) 533-4562(make sure to verify first before calling),686,28.5,128,53
Magnolia Elementary School,"945 E. NearfieldAzusa, CA 91702","Azusa, CA 91702",Azusa Unified,(626) 815-5800(make sure to verify first before calling),296,13.0,210,32
Magnolia Science Academy San Diego School,"6365 Lake Atlin Ave.San Diego, CA 92119","San Diego, CA 92119",San Diego Unified,(619) 644-1300(make sure to verify first before calling),85,423,No,67
Magnolia Science Academy Santa Clara School,"14271 Story Rd.San Jose, CA 95127","San Jose, CA 95127",Santa Clara County Office of Education,(408) 780-1160(make sure to verify first before calling),91,100,No,32
Maidu Elementary School,"1950 Johnson Ranch Dr.Roseville, CA 95661","Roseville, CA 95661",Eureka Union,(916) 789-7910(make sure to verify first before calling),468,21.0,55,16
Main Street Elementary School,"3400 N. Main St.Soquel, CA 95073","Soquel, CA 95073",Soquel Union Elementary,(831) 464-5650(make sure to verify first before calling),451,17.0,79,19
Majestic Way Elementary School,"1855 Majestic WaySan Jose, CA 95132","San Jose, CA 95132",Berryessa Union Elementary,(408) 923-1925(make sure to verify first before calling),525,23.0,115,48
Malibu High School,"30215 Morning View Dr.Malibu, CA 90265","Malibu, CA 90265",Santa Monica-Malibu Unified,(310) 457-6801(make sure to verify first before calling),"1,106",53.5,102,26
Manhattan Beach Middle School,"1501 Redondo Ave.Manhattan Beach, CA 90266","Manhattan Beach, CA 90266",Manhattan Beach Unified,(310) 545-4878(make sure to verify first before calling),"1,549",61.3,37,6
Maple Creek Elementary School,"2025 E. Teague Ave.Fresno, CA 93720","Fresno, CA 93720",Clovis Unified,(559) 327-7300(make sure to verify first before calling),696,25.0,167,67
Maple Elementary School,"244 E. Valencia Dr.Fullerton, CA 92832","Fullerton, CA 92832",Fullerton Elementary,(714) 447-7590(make sure to verify first before calling),30,387,No,304
Maple Hill Elementary School,"1350 Maple Hill Rd.Diamond Bar, CA 91765","Diamond Bar, CA 91765",Walnut Valley Unified,(909) 861-6224(make sure to verify first before calling),90,528,No,52
Mar Vista Elementary School,"6860 Soquel Dr.Aptos, CA 95003","Aptos, CA 95003",Pajaro Valley Unified,(831) 688-5211(make sure to verify first before calling),444,18.0,97,17
Marengo Elementary School,"1400 Marengo Ave.South Pasadena, CA 91030","South Pasadena, CA 91030",South Pasadena Unified,(626) 441-5850(make sure to verify first before calling),753,30.0,79,29
Margaret Landell Elementary School,"9739 Denni St.Cypress, CA 90630","Cypress, CA 90630",Cypress Elementary,(714) 220-6960(make sure to verify first before calling),731,26.0,61,19
Maria Carrillo High School,"6975 Montecito Blvd.Santa Rosa, CA 95409","Santa Rosa, CA 95409",Santa Rosa High,(707) 528-5790(make sure to verify first before calling),"1,603",66.8,216,54
Marian A. Peterson Middle School,"1380 Rosalia Ave.Sunnyvale, CA 94087","Sunnyvale, CA 94087",Santa Clara Unified,(408) 423-2800(make sure to verify first before calling),899,38.1,186,61
Marian Bergeson Elementary School,"25302 Rancho Niguel Rd.Laguna Niguel, CA 92677","Laguna Niguel, CA 92677",Capistrano Unified,(949) 643-1540(make sure to verify first before calling),646,24.0,89,9
Maricopa Elementary School,"955 Stanislaus St.Maricopa, CA 93252","Maricopa, CA 93252",Maricopa Unified,(661) 769-8231(make sure to verify first before calling),9,143,No,111
Mariemont Elementary School,"1401 Corta WaySacramento, CA 95864","Sacramento, CA 95864",San Juan Unified,(916) 575-2360(make sure to verify first before calling),602,22.0,121,18
Marin Elementary School,"1001 Santa Fe Ave.Albany, CA 94706","Albany, CA 94706",Albany City Unified,(510) 559-4700(make sure to verify first before calling),497,20.6,55,13
Marina High School,"15871 Springdale St.Huntington Beach, CA 92649","Huntington Beach, CA 92649",Huntington Beach Union High,(714) 893-6571(make sure to verify first before calling),85,"2,408",No,370
Marina Village Middle School,"1901 Francisco Dr.EL DORADO HILLS, CA 95762","EL DORADO HILLS, CA 95762",Rescue Union Elementary,(916) 933-3993(make sure to verify first before calling),95,794,No,30
Mariners Elementary School,"2100 Mariners Dr.Newport Beach, CA 92660","Newport Beach, CA 92660",Newport-Mesa Unified,(949) 515-6960(make sure to verify first before calling),94,768,No,93
Mariposa Elementary School,"1111 W. Mariposa Dr.Brea, CA 92821","Brea, CA 92821",Brea-Olinda Unified,(714) 529-4916(make sure to verify first before calling),569,21.0,76,36
Mariposa Of Global Education School,"6050 N. Calmfield Ave.Agoura Hills, CA 91301","Agoura Hills, CA 91301",Las Virgenes Unified,(818) 707-7144(make sure to verify first before calling),80,369,No,15
Marjorie H. Tobias Elementary School,"725 S.gate Ave.Daly City, CA 94015","Daly City, CA 94015",Jefferson Elementary,(650) 991-1246(make sure to verify first before calling),409,16.0,82,22
Mark Keppel Elementary School,"730 Glenwood Rd.Glendale, CA 91202","Glendale, CA 91202",Glendale Unified,(818) 244-2113(make sure to verify first before calling),"1,023",38.5,267,109
Mark Keppel High School,"501 E. Hellman Ave.Alhambra, CA 91801","Alhambra, CA 91801",Alhambra Unified,(626) 943-6710(make sure to verify first before calling),88,"2,298",No,"1,030"
Mark West Charter School,"4600 Lavell Rd.Santa Rosa, CA 95403","Santa Rosa, CA 95403",Mark West Union Elementary,(707) 524-2741(make sure to verify first before calling),81,126,No,33
Marquez Charter School,"16821 Marquez Ave.Los Angeles, CA 90272","Los Angeles, CA 90272",Los Angeles Unified,(310) 454-4019(make sure to verify first before calling),92,546,No,35
Marsh Elementary School,"2304 G St.Antioch, CA 94509","Antioch, CA 94509",Antioch Unified,(925) 779-7410(make sure to verify first before calling),9,558,No,496
Marshall (Thurgood) Elementary School,"2295 MacKenzie Creek Rd.Chula Vista, CA 91914","Chula Vista, CA 91914",Chula Vista Elementary,(619) 656-6262(make sure to verify first before calling),91,676,No,100
Marshall Lane Elementary School,"14114 Marilyn Ln.Saratoga, CA 95070","Saratoga, CA 95070",Campbell Union,(408) 364-4259(make sure to verify first before calling),97,572,No,37
Marshall Middle School,"1921 Arroyo Ave.Pomona, CA 91768","Pomona, CA 91768",Pomona Unified,(909) 397-4532(make sure to verify first before calling),20,492,No,407
Marshall Pomeroy Elementary School,"1505 Escuela Pkwy.Milpitas, CA 95035","Milpitas, CA 95035",Milpitas Unified,(408) 635-2858(make sure to verify first before calling),756,30.0,116,42
Martha Baldwin Elementary School,"900 S. Almansor St.Alhambra, CA 91801","Alhambra, CA 91801",Alhambra Unified,(626) 943-3300(make sure to verify first before calling),83,"1,121",No,558
Martin Luther King School,"1713 BRd.waySeaside, CA 93955","Seaside, CA 93955",Monterey Peninsula Unified,(831) 392-3970(make sure to verify first before calling),9,453,"Yes, under Provision 2",378
Martin Luther King Junior Elementary School,"1950 Villa Ave.EL Centro, CA 92243","EL Centro, CA 92243",El Centro Elementary,(760) 337-6555(make sure to verify first before calling),47,437,No,360
Martin Luther King Middle School,"1781 Rose St.Berkeley, CA 94703","Berkeley, CA 94703",Berkeley Unified,(510) 644-6280(make sure to verify first before calling),"1,027",48.8,289,72
Marvin Elementary School,"2411 Marvin Ave.Los Angeles, CA 90016","Los Angeles, CA 90016",Los Angeles Unified,(323) 938-3608(make sure to verify first before calling),910,37.0,734,84
Mary E. Silveira Elementary School,"375 Blackstone Dr.San Rafael, CA 94903","San Rafael, CA 94903",Dixie Elementary,(415) 492-3741(make sure to verify first before calling),436,20.0,71,4
Mary Farmar Elementary School,"901 Military W.Benicia, CA 94510","Benicia, CA 94510",Benicia Unified,(707) 747-8350(make sure to verify first before calling),476,18.0,96,26
Mary Fay Pendleton Elementary School,"110 Marine Dr.Oceanside, CA 92058","Oceanside, CA 92058",Fallbrook Union Elementary,(760) 731-4050(make sure to verify first before calling),721,32.5,76,137
Masuda (Kazuo) Middle School,"17415 Los Jardines W.Fountain Valley, CA 92708","Fountain Valley, CA 92708",Fountain Valley Elementary,(714) 378-4250(make sure to verify first before calling),853,33.0,204,72
Mather Heights Elementary School,"4370 Mather Sch Rd.Mather, CA 95655","Mather, CA 95655",Folsom-Cordova Unified,(916) 294-2440(make sure to verify first before calling),82,445,No,70
Matthew Turner Elementary School,"540 Rose Dr.Benicia, CA 94510","Benicia, CA 94510",Benicia Unified,(707) 747-8390(make sure to verify first before calling),530,20.0,37,12
Maude B. Davis Elementary School,"1050 Arlington Dr.Costa Mesa, CA 92626","Costa Mesa, CA 92626",Newport-Mesa Unified,(714) 424-7930(make sure to verify first before calling),96,572,No,92
Mccoppin (Frank) Elementary School,"651 Sixth Ave.San Francisco, CA 94118","San Francisco, CA 94118",San Francisco Unified,(415) 750-8475(make sure to verify first before calling),218,8.5,129,21
Mckinley Elementary School,"1425 Manley Dr.San Gabriel, CA 91776","San Gabriel, CA 91776",San Gabriel Unified,(626) 288-6681(make sure to verify first before calling),70,579,No,301
Mcmillin (Corky) Elementary School,"1201 Santa Cora Ave.Chula Vista, CA 91913","Chula Vista, CA 91913",Chula Vista Elementary,(619) 425-9600(make sure to verify first before calling),87,846,No,136
Mcpherson Magnet School,"333 S. Prospect St.Orange, CA 92869","Orange, CA 92869",Orange Unified,(714) 997-6384(make sure to verify first before calling),83,861,No,123
Meadow Elementary School,"880 Maria Dr.Petaluma, CA 94954","Petaluma, CA 94954",Waugh Elementary,(707) 762-4905(make sure to verify first before calling),436,17.6,55,24
Meadow Park Elementary School,"50 Blue Lake S.Irvine, CA 92614","Irvine, CA 92614",Irvine Unified,(949) 936-5900(make sure to verify first before calling),96,706,No,77
Meadowbrook Middle School,"12320 Meadowbrook Ln.Poway, CA 92064","Poway, CA 92064",Poway Unified,(858) 748-0802(make sure to verify first before calling),86,"1,371",No,250
Meadows Arts And Technology Elementary School,"2000 La Granada Dr.Thousand Oaks, CA 91362","Thousand Oaks, CA 91362",Ventura County Office of Education,(805) 495-7037(make sure to verify first before calling),96,384,No,18
Meadows Avenue Elementary School,"1200 Meadows Ave.Manhattan Beach, CA 90266","Manhattan Beach, CA 90266",Manhattan Beach Unified,(310) 546-8033(make sure to verify first before calling),431,18.0,16,3
Meadows Elementary School,"2059 Bowker Rd.EL Centro, CA 92243","EL Centro, CA 92243",Meadows Union Elementary,(760) 352-7512(make sure to verify first before calling),30,459,"Yes, under Community Eligibility Option (CEO)",294
Medea Creek Middle School,"1002 Doubletree Rd.Oak Park, CA 91377","Oak Park, CA 91377",Oak Park Unified,(818) 707-7922(make sure to verify first before calling),"1,104",45.3,42,16
Melinda Heights Elementary School,"21001 Rancho TrabucoRancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA 92688",Saddleback Valley Unified,(949) 888-7311(make sure to verify first before calling),"1,076",36.8,83,18
Melrose Avenue Elementary School,"731 N. Detroit St.Los Angeles, CA 90046","Los Angeles, CA 90046",Los Angeles Unified,(323) 938-6275(make sure to verify first before calling),337,16.0,138,56
Mendocino High School,"10700 Ford St.Mendocino, CA 95460","Mendocino, CA 95460",Mendocino Unified,(707) 937-5871(make sure to verify first before calling),192,14.7,41,5
Merced Elementary School,"1545 E. Merced Ave.West Covina, CA 91791","West Covina, CA 91791",West Covina Unified,(626) 931-1700(make sure to verify first before calling),552,21.0,267,95
Mesa Robles School,"16060 Mesa Robles Dr.Hacienda Heights, CA 91745","Hacienda Heights, CA 91745",Hacienda la Puente Unified,(626) 933-6000(make sure to verify first before calling),90,"1,078",No,332
Mesa Verde Middle School,"14000 Peach Hill Rd.Moorpark, CA 93021","Moorpark, CA 93021",Moorpark Unified,(805) 378-6309(make sure to verify first before calling),694,27.3,159,32
Mesa View Middle School,"800 Mustang WayCalimesa, CA 92399","Calimesa, CA 92399",Yucaipa-Calimesa Joint Unified,(909) 790-8008(make sure to verify first before calling),58,853,No,371
Michael G. Wickman Elementary School,"16250 Pinehurst Dr.Chino Hills, CA 91709","Chino Hills, CA 91709",Chino Valley Unified,(909) 393-3774(make sure to verify first before calling),95,904,No,98
Middle College High School,"2101 Moorpark Ave.San Jose, CA 95128","San Jose, CA 95128",San Jose Unified,(408) 298-2181(make sure to verify first before calling),52,2.0,12,3
Midland Elementary School,"11440 Davis St.Moreno Valley, CA 92557","Moreno Valley, CA 92557",Moreno Valley Unified,(951) 571-4610(make sure to verify first before calling),17,651,No,470
Mildred B. Janson Elementary School,"8628 E. MarshallRosemead, CA 91770","Rosemead, CA 91770",Rosemead Elementary,(626) 288-3150(make sure to verify first before calling),601,22.0,358,136
Mill Valley Middle School,"425 Sycamore Ave.Mill Valley, CA 94941","Mill Valley, CA 94941",Mill Valley Elementary,(415) 389-7711(make sure to verify first before calling),"1,066",54.9,45,13
Millbrook Elementary School,"3200 Millbrook Dr.San Jose, CA 95148","San Jose, CA 95148",Evergreen Elementary,(408) 270-6767(make sure to verify first before calling),709,23.0,213,37
Miller Creek Middle School,"2255 Las Gallinas Ave.San Rafael, CA 94903","San Rafael, CA 94903",Dixie Elementary,(415) 492-3760(make sure to verify first before calling),687,37.6,70,13
Millikin Elementary School,"615 Hobart TerraceSanta Clara, CA 95051","Santa Clara, CA 95051",Santa Clara Unified,(408) 423-1800(make sure to verify first before calling),522,18.0,15,4
Mills High School,"400 Murchison Dr.Millbrae, CA 94030","Millbrae, CA 94030",San Mateo Union High,(650) 558-2599(make sure to verify first before calling),96,"1,198",No,115
Millville Elementary School,"8570 Brookdale Rd.Millville, CA 96062","Millville, CA 96062",Millville Elementary,(530) 547-4471(make sure to verify first before calling),88,249,No,66
Milpitas High School,"1285 Escuela Pkwy.Milpitas, CA 95035","Milpitas, CA 95035",Milpitas Unified,(408) 635-2800(make sure to verify first before calling),"3,134",122.3,710,279
Mira Catalina Elementary School,"30511 Lucania Dr.Rancho Palos Verdes, CA 90275","Rancho Palos Verdes, CA 90275",Palos Verdes Peninsula Unified,(310) 377-6731(make sure to verify first before calling),92,406,No,20
Mira Costa High School,"1401 Artesia Blvd.Manhattan Beach, CA 90266","Manhattan Beach, CA 90266",Manhattan Beach Unified,(310) 318-7337(make sure to verify first before calling),"2,437",106.0,98,36
Mira Mesa High School,"10510 Reagan Rd.San Diego, CA 92126","San Diego, CA 92126",San Diego Unified,(858) 566-2262(make sure to verify first before calling),79,"2,426",No,812
Mira Monte High (Alternative) School,"25632 Diseno Dr.Mission Viejo, CA 92691","Mission Viejo, CA 92691",Saddleback Valley Unified,(949) 830-8857(make sure to verify first before calling),52,0.9,6,Saddleback Valley Unified
Miraleste Intermediate School,"29323 Palos Verdes Dr. E.Rancho Palos Verdes, CA 90275","Rancho Palos Verdes, CA 90275",Palos Verdes Peninsula Unified,(310) 732-0900(make sure to verify first before calling),90,848,No,41
Miraloma Elementary School,"175 Omar WaySan Francisco, CA 94127","San Francisco, CA 94127",San Francisco Unified,(415) 469-4734(make sure to verify first before calling),390,19.0,53,5
Miramar Ranch Elementary School,"10770 Red Cedar Dr.San Diego, CA 92131","San Diego, CA 92131",San Diego Unified,(858) 271-0470(make sure to verify first before calling),94,758,No,89
Miramonte High School,"750 Moraga WayOrinda, CA 94563","Orinda, CA 94563",Acalanes Union High,(925) 280-3930(make sure to verify first before calling),"1,232",60.2,8,6
Mission Estancia Elementary School,"3330 Calle BarcelonaCarlsbad, CA 92009","Carlsbad, CA 92009",Encinitas Union Elementary,(760) 943-2004(make sure to verify first before calling),92,537,No,35
Mission Hill Middle School,"425 King St.Santa Cruz, CA 95060","Santa Cruz, CA 95060",Santa Cruz City High,(831) 429-3860(make sure to verify first before calling),81,635,No,177
Mission Preparatory School,"75 Francis St.San Francisco, CA 94112",http://www.missionpreparatory.org,San Francisco Unified,(415) 508-9626(make sure to verify first before calling),92,San Francisco Unified,No,
Mission San Jose Elementary School,"43545 Bryant St.Fremont, CA 94539","Fremont, CA 94539",Fremont Unified,(510) 656-1200(make sure to verify first before calling),622,22.5,16,Fremont Unified
Mission San Jose High School,"41717 Palm Ave.Fremont, CA 94539","Fremont, CA 94539",Fremont Unified,(510) 657-3600(make sure to verify first before calling),"2,069",83.8,70,14
Mission Valley Elementary School,"41700 Denise St.Fremont, CA 94539","Fremont, CA 94539",Fremont Unified,(510) 656-2000(make sure to verify first before calling),670,27.0,43,9
Mission Vista High School,"1306 Melrose Dr.Oceanside, CA 92057","Oceanside, CA 92057",Vista Unified,(760) 758-6800(make sure to verify first before calling),90,"1,566",No,261
Monroe Elementary School,"402 W. Colorado Blvd.Monrovia, CA 91016","Monrovia, CA 91016",Monrovia Unified,(626) 471-2300(make sure to verify first before calling),600,25.0,296,78
Monta Vista High School,"21840 McClellan Rd.Cupertino, CA 95014","Cupertino, CA 95014",Fremont Union High,(408) 366-7600(make sure to verify first before calling),"2,326",89.8,42,16
Montair Elementary School,"300 Quinterra Ln.Danville, CA 94526","Danville, CA 94526",San Ramon Valley Unified,(925) 855-5100(make sure to verify first before calling),93,560,No,8
Montclair Elementary School,"1757 Mountain Blvd.Oakland, CA 94611","Oakland, CA 94611",Oakland Unified,(510) 339-6100(make sure to verify first before calling),615,24.0,84,11
Montclaire Elementary School,"1160 St. Joseph Ave.Los Altos, CA 94024","Los Altos, CA 94024",Cupertino Union,(650) 967-9388(make sure to verify first before calling),480,21.0,9,Cupertino Union
Monte Gardens Elementary School,"3841 Larkspur Dr.Concord, CA 94519","Concord, CA 94519",Mt. Diablo Unified,(925) 685-3834(make sure to verify first before calling),86,554,No,75
Monte Verde Elementary School,"2551 St. Cloud Dr.San Bruno, CA 94066","San Bruno, CA 94066",South San Francisco Unified,(650) 877-8838(make sure to verify first before calling),547,23.0,89,25
Monte Vista Elementary School,"1615 W. Eldred Ave.West Covina, CA 91790","West Covina, CA 91790",West Covina Unified,(626) 939-4830(make sure to verify first before calling),517,23.0,343,87
Monte Vista High School,"3131 Stone Valley Rd.Danville, CA 94526","Danville, CA 94526",San Ramon Valley Unified,(925) 552-2800(make sure to verify first before calling),96,"2,348",No,43
Montecito Union School,"385 San Ysidro Rd.Santa Barbara, CA 93108","Santa Barbara, CA 93108",Montecito Union Elementary,(805) 969-3249(make sure to verify first before calling),99,438,No,25
Montemalaga Elementary School,"1121 Via NogalesPalos Verdes Estates, CA 90274","Palos Verdes Estates, CA 90274",Palos Verdes Peninsula Unified,(310) 378-5228(make sure to verify first before calling),94,494,No,12
Monterey Highlands Elementary School,"400 Casuda Canyon Dr.Monterey Park, CA 91754","Monterey Park, CA 91754",Alhambra Unified,(626) 570-6220(make sure to verify first before calling),84,962,No,360
